sku,name,brand,color,size,mrp,price,quantity
SKU1417,Jeans,Zara,Black,L,4798.84,4084.06,9
SKU1418,Jeans,Puma,Black,XXL,4671.42,3432.85,19
SKU1419,Jacket,H&M,Green,L,3814.52,3381.88,8
SKU1420,Shorts,Nike,Black,XXL,3905.84,2495.97,42
SKU1421,Sweater,Nike,Green,M,4486.77,3422.74,36
SKU1422,Shorts,Nike,Grey,S,2855.41,2692.66,45
SKU1423,Sweater,H&M,White,XL,4543.39,3999.06,14
SKU1424,Cap,Puma,Blue,M,2573.3,2320.39,8
SKU1425,Shorts,H&M,Green,XL,4667.83,3919.4,9
SKU1426,Jeans,Nike,Red,L,869.82,838.22,46
SKU1427,Sweater,H&M,Green,XXL,3303.45,2561.32,22
SKU1428,Jeans,Zara,Grey,L,1363.69,890.8,50
SKU1429,Track Pants,H&M,Black,XL,1711.24,1525.47,8
SKU1430,Cap,Nike,Red,XL,2540.69,1641.64,36
SKU1431,T-Shirt,H&M,Blue,S,4197.41,3526.1,9
SKU1432,Track Pants,Levis,Black,S,2622.34,1743.45,9
SKU1433,Shoes,Nike,White,M,4355.94,4289.7,10
SKU1434,Shoes,Adidas,Green,XL,703.98,660.25,29
SKU1435,Cap,Reebok,Blue,XXL,755.9,619.98,23
SKU1436,Track Pants,Zara,Black,XL,2215.69,2061.5,31
SKU1437,Sneakers,Levis,Grey,S,820.52,664.8,43
SKU1438,Jeans,H&M,White,XXL,3880.8,3439.92,26
SKU1439,Sneakers,Puma,Yellow,L,4829.84,3838.21,14
SKU1440,T-Shirt,Adidas,White,XXL,1515.97,1404.38,40
SKU1441,Jacket,Nike,Red,M,3323.44,2139.59,30
SKU1442,T-Shirt,H&M,White,XL,1291.32,1146.66,4
SKU1443,Shorts,Zara,Yellow,XXL,1775.46,1706.29,50
SKU1444,Track Pants,Puma,Red,L,3311.25,2371.08,23
SKU1445,Jacket,Puma,Green,XL,842.05,651.24,44
SKU1446,Cap,Adidas,Grey,XL,3460.38,3000.05,49
SKU1447,Track Pants,Levis,Red,L,3193.23,2600.11,38
SKU1448,Shorts,Puma,White,L,750.15,477.66,8
SKU1449,Hoodie,Nike,Red,XL,2348.64,2345.46,31
SKU1450,Shoes,Zara,Grey,L,1479.28,1066.62,30
SKU1451,Jacket,Adidas,Red,XL,2413.78,2290.27,33
SKU1452,Sweater,Adidas,Green,M,4074.61,2916.64,7
SKU1453,Sneakers,Nike,Green,S,615.52,496.21,8
SKU1454,Sweater,Zara,Yellow,M,1407.85,959.29,16
SKU1455,Hoodie,Nike,Grey,XXL,1405.03,1070.33,38
SKU1456,Sweater,Levis,Black,S,839.07,674.84,25
SKU1457,Shoes,Puma,Red,XXL,4983.21,4297.32,16
SKU1458,Jeans,Adidas,Blue,L,3459.43,2833.03,10
SKU1459,Sneakers,Puma,Blue,XL,2275.1,1536.76,14
SKU1460,Track Pants,Zara,Blue,M,2840.0,2532.13,18
SKU1461,T-Shirt,Adidas,White,L,4165.15,3702.07,13
SKU1462,Hoodie,Zara,Blue,S,3475.06,2840.72,23
SKU1463,Sneakers,Puma,White,S,3737.82,3652.12,44
SKU1464,Track Pants,Puma,Red,S,4485.26,2831.28,41
SKU1465,Sneakers,Nike,Yellow,M,2445.67,1727.93,3
SKU1466,Track Pants,Puma,Yellow,M,4899.12,4076.66,14
SKU1467,Jacket,H&M,Green,S,4672.64,4336.98,30
SKU1468,Sweater,Reebok,Grey,XXL,3167.44,2807.92,30
SKU1469,Cap,Puma,Blue,L,4551.15,2828.46,5
SKU1470,Sneakers,Puma,Green,L,2320.79,2257.19,5
SKU1471,Shorts,Levis,White,XL,1164.69,1147.79,11
SKU1472,Jeans,Zara,Black,XL,2275.78,1619.92,6
SKU1473,Jacket,H&M,Grey,XL,1956.67,1326.6,43
SKU1474,Sweater,H&M,Red,L,1082.08,1030.11,44
SKU1475,Track Pants,Adidas,Green,L,1325.62,1276.99,23
SKU1476,Jacket,Levis,White,M,2485.92,2133.36,45
SKU1477,Shoes,Puma,Grey,S,4295.77,2746.96,21
SKU1478,Jeans,H&M,Blue,M,4923.14,3976.86,15
SKU1479,Hoodie,Puma,Blue,S,1762.17,1379.98,31
SKU1480,Shoes,Puma,Green,L,1262.92,1089.87,34
SKU1481,Cap,Puma,Green,S,4476.02,4463.51,44
SKU1482,Shoes,Reebok,Yellow,XXL,4459.89,4302.17,28
SKU1483,Shorts,H&M,Green,S,3992.22,3220.19,4
SKU1484,T-Shirt,Zara,Green,XL,3599.0,2831.92,24
SKU1485,Shorts,Reebok,Red,M,4603.71,4466.24,11
SKU1486,Shorts,Reebok,Black,L,3420.77,2069.31,44
SKU1487,Sweater,Zara,Grey,S,3101.61,1889.55,20
SKU1488,Shoes,Puma,Red,S,2836.93,1724.38,10
SKU1489,Jacket,Reebok,Red,XL,4239.26,3625.59,26
SKU1490,Hoodie,Reebok,Red,M,1134.49,1016.0,40
SKU1491,Jeans,Nike,Black,XXL,817.63,716.01,47
SKU1492,T-Shirt,Nike,Grey,L,2049.12,1452.48,26
SKU1493,Sweater,Reebok,Yellow,L,4290.89,3522.0,20
SKU1494,Track Pants,Puma,Blue,S,4563.28,4029.47,6
SKU1495,Sneakers,Puma,Blue,L,3125.6,2995.29,40
SKU1496,Jeans,Puma,Grey,L,2190.23,2098.88,14
SKU1497,T-Shirt,Puma,White,M,3594.84,3496.08,7
SKU1498,Shoes,Reebok,White,XXL,3380.86,2184.67,3
SKU1499,Shoes,Nike,Red,S,1910.81,1349.52,18
SKU1500,Jacket,Nike,Red,L,2989.19,2164.04,43
SKU1501,T-Shirt,Puma,Grey,S,675.07,518.11,35
SKU1502,T-Shirt,Puma,Yellow,XXL,1983.21,1768.59,40
SKU1503,Hoodie,Nike,Black,XXL,4223.49,3049.57,20
SKU1504,Shoes,Adidas,Yellow,L,2472.49,1712.86,10
SKU1505,Sweater,Adidas,Blue,L,1674.73,1197.09,38
SKU1506,Cap,H&M,Green,M,4354.33,3311.63,14
SKU1507,Sweater,Levis,Green,XL,1377.72,1174.84,18
SKU1508,Jeans,H&M,Blue,S,2143.01,2045.26,28
SKU1509,Sweater,Zara,Green,L,796.76,680.87,5
SKU1510,Jacket,Adidas,Yellow,M,941.32,860.57,5
SKU1511,Jeans,H&M,Red,XXL,1283.69,879.5,9
SKU1512,Cap,Reebok,White,M,2876.14,2335.84,39
SKU1513,Sweater,Adidas,White,XXL,3097.45,2558.75,36
SKU1514,Jeans,Adidas,White,S,578.23,430.52,6
SKU1515,Jacket,Levis,Grey,XL,1359.76,1253.2,23
SKU1516,Track Pants,Zara,Red,XXL,3104.97,1928.77,35
SKU1517,Cap,Zara,White,M,1614.89,1529.77,16
SKU1518,Shoes,Zara,Blue,L,4032.14,3481.65,44
SKU1519,Sneakers,Nike,Blue,M,769.65,717.82,50
SKU1520,Jeans,Adidas,Red,XL,4677.57,4376.54,27
SKU1521,Sneakers,Levis,Yellow,XXL,3480.82,3428.42,48
SKU1522,Sweater,Adidas,Green,M,1402.44,1286.21,31
SKU1523,Cap,Nike,Grey,S,3895.73,3497.43,7
SKU1524,Cap,Zara,Red,XXL,4934.93,4329.94,23
SKU1525,Sweater,Nike,Red,L,4930.74,4568.72,3
SKU1526,Shorts,Zara,Green,L,2462.55,2433.24,26
SKU1527,Jeans,Reebok,Black,XXL,2256.48,1901.04,21
SKU1528,Jeans,Nike,Black,L,3780.33,3424.56,43
SKU1529,Sweater,Adidas,White,S,1095.57,983.04,15
SKU1530,Sweater,Adidas,Blue,M,2812.07,2102.81,38
SKU1531,Shoes,H&M,Black,M,1836.2,1256.9,49
SKU1532,Hoodie,Levis,White,XL,4427.95,3896.23,12
SKU1533,Cap,Reebok,Green,L,1084.17,892.04,9
SKU1534,T-Shirt,Adidas,Grey,L,965.22,810.31,30
SKU1535,Sneakers,Nike,Grey,XL,2242.43,1969.1,36
SKU1536,Jeans,Puma,Yellow,XL,1378.32,945.75,47
SKU1537,T-Shirt,Levis,White,XL,1903.86,1852.06,33
SKU1538,Hoodie,Nike,Green,XL,3382.66,3063.97,33
SKU1539,Sweater,Nike,Yellow,XXL,1169.14,1085.08,42
SKU1540,Sweater,Nike,Red,M,644.74,619.2,46
SKU1541,Sneakers,H&M,Grey,XXL,1480.23,894.33,3
SKU1542,Shoes,H&M,Black,M,4573.97,3035.84,28
SKU1543,Sweater,Nike,Grey,L,4088.22,2811.28,50
SKU1544,Shoes,Nike,Black,S,1240.43,980.82,8
SKU1545,Sneakers,Nike,Blue,M,2358.67,2053.77,18
SKU1546,Track Pants,Zara,Blue,L,3878.31,3092.59,23
SKU1547,Shorts,Puma,Grey,XXL,4995.1,4494.94,31
SKU1548,Sneakers,H&M,Yellow,S,1945.2,1517.83,40
SKU1549,Sneakers,H&M,Grey,M,1799.08,1730.14,36
SKU1550,Hoodie,Zara,Red,XXL,926.53,575.33,40
SKU1551,Jacket,Reebok,Blue,XXL,4941.0,3278.34,29
SKU1552,Sweater,Adidas,Black,XL,3507.88,2855.74,11
SKU1553,Jacket,Adidas,Green,M,3399.82,2989.63,30
SKU1554,Cap,H&M,Green,M,4639.86,3891.04,18
SKU1555,Jeans,Nike,Red,S,3952.6,3566.47,20
SKU1556,Cap,Puma,Red,XL,3989.63,2492.59,9
SKU1557,Sneakers,Levis,Blue,XL,1762.99,1537.05,33
SKU1558,Jeans,Zara,White,M,1787.44,1216.84,19
SKU1559,Shoes,Zara,Black,XXL,768.79,490.37,7
SKU1560,T-Shirt,Nike,Blue,M,1052.5,1037.71,45
SKU1561,Sneakers,H&M,Blue,M,4463.43,3055.21,19
SKU1562,Track Pants,Zara,Grey,M,4517.3,4481.96,6
SKU1563,Track Pants,Zara,Blue,L,1885.84,1772.4,26
SKU1564,Shoes,Zara,Grey,XXL,4030.94,2609.55,50
SKU1565,Track Pants,Puma,Red,L,3440.96,2913.16,11
SKU1566,Sneakers,Adidas,Red,S,1364.77,824.04,43
SKU1567,Shoes,Adidas,White,S,3056.49,1902.72,11
SKU1568,Hoodie,Nike,Grey,XL,3902.32,3830.02,35
SKU1569,Jeans,Nike,Green,L,3251.55,2099.19,18
SKU1570,Track Pants,Levis,Yellow,XL,1553.4,1415.92,25
SKU1571,T-Shirt,Zara,Blue,M,1140.99,919.62,30
SKU1572,Jacket,Reebok,White,XXL,2953.03,1932.91,43
SKU1573,Jeans,Puma,Yellow,L,3523.55,3060.16,47
SKU1574,Sneakers,Nike,Grey,XXL,1713.23,1095.1,1
SKU1575,T-Shirt,Puma,Yellow,M,4782.16,2892.09,34
SKU1576,Cap,Zara,Green,L,3300.35,2687.07,9
SKU1577,Cap,Reebok,Black,M,601.12,582.57,46
SKU1578,Sneakers,H&M,Blue,XXL,3772.07,2301.14,3
SKU1579,T-Shirt,Puma,Black,L,4421.58,2941.07,9
SKU1580,Cap,Puma,Blue,L,2710.16,2291.31,17
SKU1581,Sneakers,Adidas,Black,L,1258.88,971.72,36
SKU1582,Jacket,Nike,Yellow,M,1131.18,877.27,15
SKU1583,Jeans,Puma,Blue,M,3907.54,3650.77,2
SKU1584,T-Shirt,Levis,Black,M,2161.23,1621.02,11
SKU1585,Cap,Reebok,White,M,1472.12,953.21,18
SKU1586,Shoes,Reebok,Blue,XL,2472.65,2228.35,50
SKU1587,T-Shirt,Zara,Red,M,3962.09,3884.87,10
SKU1588,Track Pants,Reebok,Red,XXL,2124.47,1858.18,4
SKU1589,T-Shirt,Levis,Yellow,M,1905.8,1717.5,31
SKU1590,Hoodie,Zara,Red,S,2611.62,1982.57,24
SKU1591,Shorts,Reebok,Yellow,XL,4291.47,3542.83,23
SKU1592,Sweater,Nike,Red,L,519.76,331.91,34
SKU1593,Cap,Adidas,White,S,938.99,753.71,42
SKU1594,Shorts,Reebok,Yellow,L,4517.28,3257.51,35
SKU1595,T-Shirt,H&M,Black,L,4700.75,4320.69,14
SKU1596,Jeans,Nike,White,XL,3897.24,3037.63,5
SKU1597,Sneakers,Puma,Blue,S,4529.08,3696.64,21
SKU1598,T-Shirt,Nike,Blue,S,1912.04,1152.97,42
SKU1599,Shoes,Reebok,Red,XL,3537.41,2317.87,12
SKU1600,Hoodie,Nike,Black,L,811.56,765.04,42
SKU1601,Jeans,Levis,Yellow,M,3473.36,2628.31,31
SKU1602,Cap,H&M,White,XL,2460.35,2088.37,33
SKU1603,Hoodie,Zara,Black,XL,1109.83,666.91,9
SKU1604,Shoes,Adidas,Grey,M,1008.52,911.15,31
SKU1605,Cap,H&M,Yellow,L,640.4,501.16,20
SKU1606,Shoes,Levis,Black,S,1611.44,1407.75,30
SKU1607,Shoes,Zara,Green,S,2533.45,2508.66,22
SKU1608,Jeans,Nike,Red,XXL,694.69,671.42,30
SKU1609,Jeans,Nike,White,XL,4490.77,3158.55,9
SKU1610,Track Pants,Zara,Yellow,XXL,3556.55,3179.5,2
SKU1611,Jacket,H&M,Red,XL,572.36,538.75,25
SKU1612,Cap,H&M,Blue,L,3979.1,3756.02,47
SKU1613,Shoes,Zara,Yellow,S,1075.93,1025.35,33
SKU1614,Cap,Nike,Yellow,S,3772.84,3092.52,13
SKU1615,Track Pants,Zara,White,L,2241.44,1570.38,42
SKU1616,Shorts,Adidas,Blue,XL,4793.02,4332.17,16
SKU1617,Hoodie,H&M,Green,XXL,1627.01,1121.25,15
SKU1618,Cap,Levis,White,XL,2158.94,1471.96,47
SKU1619,T-Shirt,Puma,Blue,XL,4632.17,3065.19,16
SKU1620,T-Shirt,Nike,Black,S,1483.33,1011.92,25
SKU1621,Shorts,Puma,Red,L,3683.55,2866.28,24
SKU1622,Sneakers,Zara,Grey,M,2146.29,2046.38,24
SKU1623,Sneakers,Levis,Grey,M,821.53,726.99,50
SKU1624,Jacket,Nike,Yellow,XXL,2310.58,1750.4,27
SKU1625,Jeans,Reebok,Blue,M,2389.09,1732.14,31
SKU1626,Shorts,Zara,Red,M,2590.09,2382.41,5
SKU1627,Cap,Puma,Black,S,4030.43,3360.45,18
SKU1628,Cap,Adidas,Blue,XL,4943.0,4778.83,28
SKU1629,Cap,Reebok,Black,S,2398.43,1867.21,11
SKU1630,Sneakers,Zara,White,XXL,1137.04,786.57,19
SKU1631,Hoodie,Nike,White,XXL,3713.12,3354.29,47
SKU1632,Jeans,Puma,Grey,S,3284.89,2987.68,6
SKU1633,Shoes,Puma,Red,L,4448.28,2721.08,2
SKU1634,Sneakers,Nike,Black,XXL,4733.95,4680.07,11
SKU1635,Track Pants,Reebok,Grey,L,3951.0,3839.35,6
SKU1636,Shorts,Puma,White,XL,2117.16,1662.63,30
SKU1637,Hoodie,Zara,Grey,S,1664.42,1305.77,17
SKU1638,Sweater,Nike,Green,S,4164.19,3360.57,27
SKU1639,Jeans,Nike,Green,XL,818.76,583.31,40
SKU1640,Track Pants,H&M,Yellow,XL,3993.5,3772.29,19
SKU1641,Track Pants,Zara,Black,XL,3164.0,2345.95,46
SKU1642,T-Shirt,Nike,Yellow,L,1435.66,967.87,15
SKU1643,Track Pants,Reebok,Black,XL,1594.8,1404.18,44
SKU1644,Sweater,Reebok,White,L,4375.13,3176.32,36
SKU1645,Shorts,Puma,Yellow,M,1669.53,1496.08,40
SKU1646,Cap,Puma,Blue,S,1565.17,1457.71,35
SKU1647,Hoodie,Levis,Blue,XXL,4625.72,3224.18,33
SKU1648,Jeans,Adidas,Grey,L,3193.85,2580.3,27
SKU1649,Jacket,Puma,Blue,L,4598.35,4437.44,23
SKU1650,T-Shirt,Reebok,Yellow,L,1483.63,1059.04,18
SKU1651,Jeans,Adidas,Black,XXL,2173.65,2076.19,49
SKU1652,Shorts,Zara,Blue,L,1686.6,1526.26,44
SKU1653,T-Shirt,Zara,Black,M,1408.09,965.41,45
SKU1654,T-Shirt,Zara,White,M,3521.58,3108.55,42
SKU1655,Sweater,Nike,Yellow,M,562.91,439.04,48
SKU1656,Shorts,Levis,Blue,M,3535.27,2342.72,5
SKU1657,Sneakers,Zara,Yellow,L,4361.32,2689.75,27
SKU1658,Sweater,H&M,Blue,S,3493.81,2778.18,28
SKU1659,Shoes,Puma,White,L,2920.02,2171.87,5
SKU1660,Cap,Zara,Green,S,2757.72,2559.51,7
SKU1661,Hoodie,Nike,White,S,1086.65,714.75,32
SKU1662,Cap,Adidas,Green,XL,543.81,493.39,10
SKU1663,T-Shirt,Adidas,Red,XL,3279.06,3276.53,46
SKU1664,Jacket,Puma,Grey,XL,3472.66,2795.68,21
SKU1665,Sneakers,Puma,White,L,1817.08,1715.05,14
SKU1666,Shorts,Zara,Yellow,S,1710.91,1502.54,49
SKU1667,Shorts,Reebok,Yellow,XL,3288.94,2693.69,16
SKU1668,Cap,Puma,Yellow,S,2346.59,1633.52,11
SKU1669,Sweater,Zara,Green,L,4440.59,4276.9,50
SKU1670,Shorts,Levis,Blue,S,1517.96,1375.98,36
SKU1671,Jacket,Levis,White,M,3819.69,2654.51,41
SKU1672,Hoodie,Reebok,Grey,M,4486.43,3021.35,37
SKU1673,Cap,Levis,Red,M,4059.72,3069.53,36
SKU1674,Jacket,Levis,Yellow,S,4944.59,4772.2,40
SKU1675,Sweater,Zara,White,S,2956.74,2158.92,43
SKU1676,Sweater,H&M,White,XXL,620.23,612.91,4
SKU1677,Jeans,Levis,White,M,1011.29,639.21,46
SKU1678,Jacket,Puma,Green,XXL,2539.51,1793.76,15
SKU1679,T-Shirt,H&M,White,XL,3478.16,2467.45,44
SKU1680,Shorts,Zara,Red,L,1117.75,736.19,34
SKU1681,Shoes,Puma,Blue,M,1436.89,1314.14,28
SKU1682,Track Pants,Puma,Yellow,M,2367.67,2281.34,19
SKU1683,Track Pants,Nike,Black,L,2798.12,1753.61,16
SKU1684,Sneakers,Nike,Yellow,L,1816.43,1214.83,49
SKU1685,Track Pants,Levis,Black,S,1791.6,1432.46,7
SKU1686,Sneakers,Nike,White,S,4217.23,3632.53,44
SKU1687,Shorts,Reebok,Grey,XL,4315.73,3583.26,50
SKU1688,Cap,Reebok,Green,XL,3823.98,2571.01,11
SKU1689,T-Shirt,Adidas,Black,S,1863.81,1213.32,24
SKU1690,Track Pants,Reebok,Red,M,3858.38,3551.71,21
SKU1691,T-Shirt,Adidas,Red,L,971.39,827.29,16
SKU1692,Jeans,Puma,Blue,L,3936.77,3303.32,23
SKU1693,Jacket,Levis,Yellow,M,4044.34,3350.9,38
SKU1694,Shorts,H&M,Yellow,XL,3960.77,2861.01,19
SKU1695,Sneakers,Levis,Green,L,2057.46,1981.79,31
SKU1696,Jeans,H&M,Red,L,4007.59,2762.61,37
SKU1697,Sneakers,Puma,Black,XL,783.79,670.7,13
SKU1698,Cap,H&M,Grey,XXL,4079.68,3784.53,16
SKU1699,Shoes,Puma,Blue,XXL,2016.97,1966.95,12
SKU1700,Shoes,Levis,Green,L,2334.77,2157.92,5
SKU1701,T-Shirt,Levis,White,M,600.13,368.53,10
SKU1702,Hoodie,Puma,Yellow,XXL,4105.86,2752.73,34
SKU1703,Cap,Zara,Green,L,4014.1,3205.08,45
SKU1704,Jacket,Adidas,Grey,S,1621.09,1358.42,3
SKU1705,Hoodie,Nike,Green,XL,2358.49,2249.7,6
SKU1706,Jeans,Reebok,Black,L,4472.47,3965.52,9
SKU1707,Shoes,Nike,White,L,2681.29,2641.03,23
SKU1708,Hoodie,Adidas,Blue,XL,723.1,665.73,49
SKU1709,Shoes,Puma,Red,XL,2946.59,1996.8,15
SKU1710,Jacket,Reebok,Blue,XXL,540.44,389.42,17
SKU1711,Jeans,Adidas,Grey,L,558.11,452.74,26
SKU1712,Sneakers,Nike,Black,XL,2635.87,2270.21,37
SKU1713,Jeans,Levis,White,XXL,3125.53,2857.19,10
SKU1714,T-Shirt,Zara,Red,XL,2563.25,1572.68,27
SKU1715,Sneakers,Zara,Yellow,XXL,647.81,601.32,9
SKU1716,Hoodie,Zara,Yellow,XXL,2003.62,1543.3,12
SKU1717,Jeans,Adidas,Yellow,XXL,2201.87,1937.05,14
SKU1718,Cap,Adidas,Red,L,4552.93,3255.24,36
SKU1719,Shoes,Reebok,White,S,3476.53,3372.93,28
SKU1720,Shorts,H&M,Yellow,M,4295.29,4184.86,36
SKU1721,T-Shirt,H&M,Yellow,M,3910.25,2616.01,47
SKU1722,Sweater,Puma,Yellow,XXL,4624.21,3575.35,22
SKU1723,Shorts,H&M,Black,M,1822.86,1140.97,26
SKU1724,Track Pants,Puma,Red,S,1669.85,1121.56,4
SKU1725,Shorts,Nike,Blue,XL,4476.32,3670.4,26
SKU1726,Shoes,H&M,White,L,3944.43,2534.2,38
SKU1727,T-Shirt,Zara,White,XXL,551.68,430.98,46
SKU1728,Shorts,H&M,Red,S,2335.95,2235.87,41
SKU1729,Jeans,Levis,White,XXL,1868.09,1301.89,48
SKU1730,Sneakers,Puma,Black,XL,817.55,655.96,11
SKU1731,Jeans,Levis,Green,L,1226.66,1060.26,20
SKU1732,Jeans,Adidas,Grey,S,3546.89,2459.09,48
SKU1733,Shoes,Adidas,Black,L,2266.92,1833.0,8
SKU1734,Shoes,Levis,White,XL,3256.3,2464.13,28
SKU1735,Cap,H&M,Black,S,1510.3,1132.06,3
SKU1736,T-Shirt,Zara,Green,L,2516.76,2273.54,4
SKU1737,Track Pants,Nike,Black,XXL,4156.82,3151.14,13
SKU1738,Shoes,Nike,Grey,S,2908.51,2405.76,34
SKU1739,Shorts,Levis,Grey,XL,2650.45,1912.8,7
SKU1740,Sweater,Zara,Black,XXL,2419.56,2043.43,46
SKU1741,Cap,Adidas,Blue,M,1534.36,1157.98,23
SKU1742,Jeans,Reebok,Grey,S,2273.08,1954.59,21
SKU1743,T-Shirt,Zara,Yellow,XL,596.61,406.05,49
SKU1744,T-Shirt,Levis,Red,XXL,3650.62,3413.17,13
SKU1745,Shorts,Zara,White,XXL,3147.45,2274.29,45
SKU1746,Sweater,Adidas,Red,S,3206.63,2771.92,35
SKU1747,Sweater,Nike,Green,M,1325.84,902.05,3
SKU1748,T-Shirt,Levis,Black,XL,3562.78,3531.28,12
SKU1749,Track Pants,Adidas,Green,XXL,2342.0,1564.18,27
SKU1750,Jeans,Adidas,Black,L,634.47,606.15,29
SKU1751,Cap,Adidas,Blue,M,2331.25,2132.05,23
SKU1752,Cap,Levis,White,M,3431.16,2958.59,18
SKU1753,Shoes,Zara,Yellow,XL,4085.61,2703.14,11
SKU1754,Shoes,Adidas,Black,M,2950.81,2872.88,45
SKU1755,Hoodie,Adidas,White,S,3262.07,3025.1,45
SKU1756,Jeans,Puma,Black,XXL,3851.42,2775.76,18
SKU1757,Jacket,Adidas,Green,XL,3006.79,2287.53,33
SKU1758,Shoes,H&M,Yellow,XXL,1793.46,1760.07,37
SKU1759,Track Pants,Reebok,Blue,L,2167.19,1970.82,17
SKU1760,Cap,Reebok,Red,M,1618.8,1097.53,37
SKU1761,Shoes,Puma,Green,M,2267.78,1399.8,32
SKU1762,Cap,Levis,Green,XL,2373.45,1501.5,42
SKU1763,Jacket,Puma,Green,XXL,2716.33,2675.07,44
SKU1764,Hoodie,Puma,Green,XL,2299.94,1770.44,35
SKU1765,Cap,Levis,Green,XL,3540.35,2639.76,20
SKU1766,T-Shirt,Zara,Red,XL,3975.52,2486.11,23
SKU1767,Jeans,Zara,Grey,XXL,3060.64,3046.53,34
SKU1768,Track Pants,Puma,Yellow,S,2205.53,2091.49,23
SKU1769,Cap,Levis,Yellow,M,2638.74,2508.02,33
SKU1770,Jacket,H&M,Red,XXL,3714.87,2921.23,24
SKU1771,Jeans,Adidas,Yellow,S,2950.58,2162.21,15
SKU1772,Track Pants,Zara,Yellow,L,3240.51,2059.06,17
SKU1773,Shorts,Adidas,Blue,XXL,3619.2,2221.93,24
SKU1774,Jacket,Nike,Grey,M,574.62,443.61,7
SKU1775,Shoes,Zara,Green,L,3669.38,3264.21,39
SKU1776,Jeans,Puma,White,M,3964.12,2426.75,46
SKU1777,Shoes,H&M,Red,S,1508.36,1479.82,14
SKU1778,Shorts,H&M,Blue,S,1632.74,1034.78,34
SKU1779,Track Pants,Adidas,Green,XXL,986.39,870.9,37
SKU1780,Cap,Levis,Blue,M,791.82,705.13,1
SKU1781,Shoes,H&M,Black,XXL,4964.46,3854.31,18
SKU1782,Shoes,Zara,Yellow,XL,3049.79,3001.66,28
SKU1783,Track Pants,Reebok,Red,L,2997.47,2111.07,14
SKU1784,Sweater,Adidas,Red,M,2718.55,1936.58,42
SKU1785,Shorts,Puma,Green,XL,1265.58,1164.08,2
SKU1786,Jacket,H&M,Green,XL,2817.45,2754.28,44
SKU1787,T-Shirt,Zara,Red,XXL,3214.37,2501.17,31
SKU1788,Jeans,Reebok,Yellow,M,3710.41,2393.1,35
SKU1789,Shorts,Reebok,Red,XXL,888.19,613.13,9
SKU1790,Track Pants,Levis,Yellow,XL,1675.03,1550.25,24
SKU1791,Sweater,Nike,Red,L,1307.23,1224.02,20
SKU1792,Cap,H&M,Green,XL,1814.37,1268.33,45
SKU1793,Jeans,Levis,Blue,XXL,2933.44,1885.2,3
SKU1794,Track Pants,Puma,Green,L,819.3,596.94,29
SKU1795,Hoodie,Nike,Black,XXL,4172.73,2839.55,14
SKU1796,Hoodie,Levis,Blue,XXL,3787.63,3543.84,6
SKU1797,Track Pants,Zara,Black,M,1269.19,1254.25,33
SKU1798,Sneakers,Adidas,Black,M,1865.2,1849.05,39
SKU1799,Shorts,H&M,Green,XXL,3282.94,2146.08,23
SKU1800,Shoes,Reebok,Green,XL,2391.18,1830.28,3
SKU1801,Jacket,Adidas,Blue,S,3774.96,2345.77,25
SKU1802,Jacket,H&M,White,XL,3137.93,1929.65,40
SKU1803,Sweater,Zara,Blue,XL,2749.67,2465.33,22
SKU1804,Sweater,Puma,Black,XXL,3270.24,2429.51,42
SKU1805,Cap,Puma,Red,M,2315.97,1485.64,9
SKU1806,T-Shirt,Reebok,Yellow,L,4136.89,3572.15,22
SKU1807,Shoes,Zara,Yellow,L,663.8,647.38,4
SKU1808,Sweater,Reebok,Grey,L,1421.13,1399.96,26
SKU1809,Cap,Adidas,Grey,M,1246.27,1120.51,3
SKU1810,Jacket,Levis,Yellow,M,753.61,685.99,44
SKU1811,Shoes,Levis,Blue,XXL,575.87,476.75,4
SKU1812,Cap,Levis,Yellow,S,2855.43,1931.28,35
SKU1813,Sneakers,Puma,White,XXL,893.87,646.37,46
SKU1814,Sweater,Zara,Red,XXL,2767.34,2533.4,46
SKU1815,Jeans,Reebok,Red,XXL,4574.99,3251.64,36
SKU1816,Sweater,H&M,Yellow,XL,3955.31,2765.08,37
SKU1817,Sneakers,Zara,Blue,M,3629.63,3374.14,23
SKU1818,Cap,Levis,Black,S,4910.74,3983.8,8
SKU1819,T-Shirt,Levis,Yellow,XXL,1453.35,1064.55,18
SKU1820,Sneakers,Levis,Green,L,1163.01,1018.46,32
SKU1821,Hoodie,H&M,Blue,L,698.92,610.67,4
SKU1822,Sneakers,Levis,Red,S,4836.06,4056.77,35
SKU1823,Shoes,Nike,Blue,L,2198.85,1685.15,14
SKU1824,Shoes,Reebok,Blue,S,3972.63,3348.96,40
SKU1825,T-Shirt,Levis,White,M,3680.16,3334.42,31
SKU1826,Shorts,H&M,Yellow,S,4399.53,3140.43,30
SKU1827,Shoes,Zara,Blue,S,3229.44,2065.28,23
SKU1828,Shoes,Nike,Blue,M,985.91,610.31,43
SKU1829,Jeans,Nike,Blue,XL,2016.05,1872.03,23
SKU1830,Sweater,H&M,Red,XL,2436.54,2353.23,37
SKU1831,Sweater,Reebok,Black,XXL,4749.92,3086.45,50
SKU1832,Cap,Zara,Black,XXL,793.78,780.89,15
SKU1833,Cap,Adidas,Black,M,1575.34,956.42,45
SKU1834,Shorts,Reebok,White,XXL,2762.51,2494.41,21
SKU1835,Jacket,Zara,Black,XXL,3333.42,3216.39,2
